Date,State,District,Mandi,Crop,Season,Month,Year,Arrival Quantity (Tonnes),Market Price (₹/kg),Minimum Price,Maximum Price,Rainfall (mm),Temperature (°C),Humidity (%),Fuel Price,Transport Cost (₹/kg),Distance (km),Festival Season,Supply Index,Demand Index
2021-12-14,Gujarat,Ahmedabad,Ahmedabad APMC,Cotton,Winter,12,2021,677.7,30.0,26.39,34.24,5.2,8.0,51.9,84.22,1.1,261,No,162,70
2020-06-19,Maharashtra,Pune,Pune APMC,Potato,Monsoon,6,2020,130.1,21.48,18.59,25.71,79.4,34.3,84.6,87.61,0.71,163,No,55,63
2025-09-05,Andhra Pradesh,Guntur,Guntur APMC,Cotton,Monsoon,9,2025,139.2,121.35,114.96,135.23,91.9,31.0,95.6,93.82,0.28,59,No,70,115
2024-02-29,Karnataka,Bengaluru,Yeshwanthpur APMC,Cotton,Winter,2,2024,138.0,86.95,76.61,94.07,8.3,19.6,41.4,93.95,0.26,55,No,95,117
2025-05-17,Kerala,Thrissur,Thrissur Market,Tur (Arhar),Summer,5,2025,152.8,153.46,134.47,175.11,5.3,33.3,43.4,95.78,0.06,12,No,60,116
2022-02-10,Karnataka,Bengaluru,Yeshwanthpur APMC,Maize,Winter,2,2022,128.3,19.98,17.89,22.23,9.6,11.1,66.9,91.24,0.08,17,No,77,66
2020-07-23,Kerala,Ernakulam,Ernakulam Central,Groundnut,Monsoon,7,2020,162.7,58.75,55.45,66.56,149.0,28.1,78.5,86.12,0.37,85,No,99,105
2023-07-30,Tamil Nadu,Tiruppur,Palladam Market,Bajra,Monsoon,7,2023,25.1,37.86,34.61,44.08,113.8,25.8,90.5,89.87,0.08,17,No,69,116
2022-11-16,Kerala,Thrissur,Thrissur Market,Soybean,Post-Monsoon,11,2022,24.9,81.13,72.36,97.25,5.1,16.5,33.6,91.71,1.09,237,Yes,98,149
2024-12-23,Karnataka,Belagavi,Belagavi Market,Onion,Winter,12,2024,343.6,29.2,27.38,35.0,6.6,14.5,54.1,91.22,0.51,111,No,70,69
2020-06-23,Telangana,Karimnagar,Karimnagar APMC,Potato,Monsoon,6,2020,172.3,15.46,13.56,18.29,133.2,29.8,87.5,84.66,0.05,11,No,96,79
2024-06-19,Andhra Pradesh,Kurnool,Kurnool Market,Urad,Monsoon,6,2024,14.5,79.0,73.94,94.56,189.3,28.6,82.3,93.02,0.7,151,No,70,62
2021-04-02,Gujarat,Ahmedabad,Ahmedabad APMC,Jowar,Summer,4,2021,66.6,27.22,23.73,30.91,2.1,43.7,52.0,88.29,0.26,60,No,64,72
2020-05-25,Uttar Pradesh,Agra,Agra APMC,Groundnut,Summer,5,2020,379.8,63.67,57.91,69.51,7.9,42.2,42.8,83.44,0.78,188,No,78,82
2020-02-13,Kerala,Palakkad,Palakkad APMC,Maize,Winter,2,2020,315.5,21.32,19.05,23.32,7.0,19.2,40.1,85.36,0.43,100,No,110,111
2023-02-23,Karnataka,Belagavi,Belagavi Market,Urad,Winter,2,2023,222.5,172.07,154.34,182.19,9.8,12.0,57.4,89.44,0.89,199,No,54,108
2021-12-23,Gujarat,Rajkot,Rajkot Market,Wheat,Winter,12,2021,33.3,25.53,22.93,27.14,6.7,18.3,67.8,88.09,0.5,114,No,109,116
2022-04-09,Telangana,Warangal,Enumamula APMC,Potato,Summer,4,2022,9.9,25.56,21.91,27.73,8.2,42.3,23.7,87.91,0.14,31,No,91,115
2025-06-22,Tamil Nadu,Coimbatore,Coimbatore APMC,Ragi,Monsoon,6,2025,271.4,43.84,40.82,46.58,140.4,25.2,79.2,96.47,0.32,66,No,64,94
2021-09-13,Uttar Pradesh,Lucknow,Lucknow Mandi,Soybean,Monsoon,9,2021,254.8,67.69,62.78,80.71,176.3,30.4,83.3,86.35,0.93,216,No,59,78
2024-09-28,Haryana,Karnal,Karnal APMC,Onion,Monsoon,9,2024,173.3,58.42,52.69,63.98,161.1,31.5,89.0,94.49,0.17,35,No,85,109
2021-12-04,Haryana,Rohtak,Rohtak APMC,Sunflower,Winter,12,2021,116.3,78.23,72.63,89.07,7.3,23.2,45.5,86.36,0.62,144,No,63,88
2020-04-21,Kerala,Kannur,Kannur Market,Urad,Summer,4,2020,345.0,101.16,88.7,117.98,3.9,36.8,34.6,84.46,1.04,246,No,69,92
2025-08-21,Tamil Nadu,Coimbatore,Coimbatore APMC,Gram (Chana),Monsoon,8,2025,30.9,89.94,80.81,95.56,146.1,27.8,99.3,94.02,0.45,96,Yes,105,143
2020-03-25,Haryana,Rohtak,Rohtak APMC,Onion,Summer,3,2020,406.5,26.66,23.8,30.8,3.4,37.1,38.1,86.72,1.01,233,No,96,95
2020-12-10,Kerala,Ernakulam,Ernakulam Central,Coconut,Winter,12,2020,154.4,38.88,34.49,43.41,1.0,5.4,58.4,85.84,0.79,184,No,90,115
2024-12-25,Gujarat,Rajkot,Rajkot Market,Bajra,Winter,12,2024,276.9,27.4,24.3,31.98,5.7,19.4,48.8,95.57,0.61,128,No,103,115
2020-07-15,Punjab,Ludhiana,Ludhiana APMC,Mustard,Monsoon,7,2020,97.0,100.14,91.32,117.69,123.2,28.9,74.5,85.89,0.91,213,No,54,100
2023-01-18,Kerala,Ernakulam,Ernakulam Central,Ragi,Winter,1,2023,239.0,28.28,25.3,31.91,2.5,14.7,40.1,91.43,0.47,103,No,110,110
2023-10-16,Haryana,Panipat,Panipat Market,Bajra,Post-Monsoon,10,2023,133.0,18.03,15.87,19.47,3.3,16.1,89.6,91.41,0.72,157,No,107,80
2024-09-26,Haryana,Karnal,Karnal APMC,Ragi,Monsoon,9,2024,83.2,34.53,29.87,37.52,119.3,34.2,74.2,95.15,0.66,138,No,62,69
2023-10-14,Tamil Nadu,Madurai,Paravai Market,Ragi,Post-Monsoon,10,2023,96.2,26.03,24.62,29.6,3.6,24.2,33.3,92.2,0.83,181,No,99,92
2022-06-08,Maharashtra,Nashik,Lasalgaon APMC,Moong,Monsoon,6,2022,129.9,73.32,68.09,82.69,131.9,29.8,71.3,86.75,0.85,197,No,72,66
2025-10-27,Kerala,Thrissur,Thrissur Market,Mustard,Post-Monsoon,10,2025,383.9,146.85,128.08,164.33,1.9,24.9,39.1,93.33,1.36,292,Yes,80,169
2025-09-18,Maharashtra,Pune,Pune APMC,Potato,Monsoon,9,2025,77.2,44.97,39.16,53.25,86.0,29.8,90.9,95.86,0.16,34,No,55,110
2022-11-07,Tamil Nadu,Thanjavur,Thanjavur APMC,Jowar,Post-Monsoon,11,2022,412.2,19.55,17.06,21.72,7.3,25.3,72.2,86.17,0.4,92,Yes,91,75
2022-12-29,Andhra Pradesh,Chittoor,Chittoor APMC,Coconut,Winter,12,2022,343.1,46.45,42.27,50.07,3.0,7.3,57.5,91.42,0.91,199,No,79,109
2024-01-30,Maharashtra,Pune,Pune APMC,Moong,Winter,1,2024,237.3,64.32,60.79,70.44,2.7,14.2,45.5,95.57,0.22,47,No,92,69
2025-09-06,Maharashtra,Pune,Pune APMC,Onion,Monsoon,9,2025,262.3,48.38,43.4,55.38,184.1,27.3,80.8,95.14,0.47,98,No,67,67
2025-08-12,Punjab,Amritsar,Amritsar Market,Cotton,Monsoon,8,2025,252.6,120.86,113.39,141.13,169.4,29.4,82.3,96.63,0.51,106,Yes,76,119
2025-06-17,Telangana,Warangal,Enumamula APMC,Moong,Monsoon,6,2025,105.8,85.5,74.3,91.9,135.8,29.4,83.6,92.85,1.09,234,No,94,92
2025-01-24,Gujarat,Surat,Surat APMC,Groundnut,Winter,1,2025,90.8,190.19,175.08,225.95,9.9,14.6,40.1,94.98,0.14,29,Yes,53,135
2023-11-24,Gujarat,Rajkot,Rajkot Market,Bajra,Post-Monsoon,11,2023,230.2,33.97,31.07,39.44,1.0,32.8,39.0,93.64,1.2,257,Yes,74,105
2022-06-05,Andhra Pradesh,Chittoor,Chittoor APMC,Mustard,Monsoon,6,2022,188.2,73.57,63.18,88.08,131.8,27.9,89.6,91.13,0.09,19,No,69,92
2025-07-25,Maharashtra,Nagpur,Kalamna Market,Onion,Monsoon,7,2025,144.3,71.59,65.87,76.07,95.9,30.6,74.1,94.29,0.41,87,No,73,107
2022-03-23,Andhra Pradesh,Guntur,Guntur APMC,Sunflower,Summer,3,2022,44.6,41.11,34.97,43.79,1.4,36.4,22.2,90.35,0.27,60,No,88,65
2022-03-13,Haryana,Karnal,Karnal APMC,Coconut,Summer,3,2022,175.5,66.6,56.87,78.82,3.5,39.6,57.8,89.47,1.32,295,No,61,116
2021-05-24,Punjab,Ludhiana,Ludhiana APMC,Cotton,Summer,5,2021,84.6,60.78,51.87,68.59,1.3,30.7,42.2,89.62,1.22,273,No,82,75
2025-05-04,Maharashtra,Nagpur,Kalamna Market,Potato,Summer,5,2025,230.9,29.63,27.29,34.36,0.4,30.7,54.2,93.22,0.46,99,No,62,81
2020-09-01,Gujarat,Surat,Surat APMC,Maize,Monsoon,9,2020,174.1,10.88,9.46,12.17,165.9,34.7,72.7,82.2,0.71,172,No,156,95
2024-06-10,Telangana,Warangal,Enumamula APMC,Coconut,Monsoon,6,2024,203.2,26.65,24.7,30.98,199.1,27.7,96.9,91.23,0.18,40,No,87,64
2024-06-30,Maharashtra,Nashik,Lasalgaon APMC,Tomato,Monsoon,6,2024,324.5,30.0,27.48,33.2,120.0,29.5,82.4,91.07,0.39,86,No,71,87
2025-06-17,Telangana,Hyderabad,Kukatpally APMC,Sunflower,Monsoon,6,2025,73.2,75.02,67.97,86.6,88.4,26.9,92.6,93.99,0.8,171,No,65,78
2023-03-14,Punjab,Ludhiana,Ludhiana APMC,Maize,Summer,3,2023,197.2,31.49,27.83,35.11,0.8,35.3,29.4,89.54,1.32,295,No,62,78
2025-04-01,Haryana,Panipat,Panipat Market,Potato,Summer,4,2025,142.3,38.96,34.54,44.78,9.4,36.2,51.2,96.62,1.36,281,No,60,100
2025-10-03,Andhra Pradesh,Guntur,Guntur APMC,Potato,Post-Monsoon,10,2025,94.8,42.74,40.39,48.99,4.3,34.8,34.1,96.12,0.46,95,Yes,92,167
2025-11-19,Punjab,Ludhiana,Ludhiana APMC,Ragi,Post-Monsoon,11,2025,175.4,40.08,34.38,44.97,8.6,15.2,88.1,95.04,0.99,208,No,54,68
2024-10-17,Andhra Pradesh,Guntur,Guntur APMC,Bajra,Post-Monsoon,10,2024,413.9,17.09,16.07,19.7,4.3,18.4,48.2,95.38,0.59,123,No,110,78
2020-10-06,Telangana,Hyderabad,Kukatpally APMC,Coconut,Post-Monsoon,10,2020,192.4,94.88,82.51,103.16,1.1,34.7,55.5,86.61,0.3,69,Yes,55,147
2021-03-28,Maharashtra,Nagpur,Kalamna Market,Mustard,Summer,3,2021,181.1,36.93,34.2,43.76,0.2,40.8,41.2,89.59,0.8,178,No,90,61
2020-04-15,Punjab,Amritsar,Amritsar Market,Cotton,Summer,4,2020,196.7,67.18,60.84,74.48,8.6,44.7,33.5,87.35,0.64,147,No,73,76
2020-05-21,Andhra Pradesh,Kurnool,Kurnool Market,Potato,Summer,5,2020,357.9,18.74,15.98,21.0,2.7,43.0,21.2,84.4,0.19,45,No,106,107
2023-05-11,Andhra Pradesh,Kurnool,Kurnool Market,Gram (Chana),Summer,5,2023,320.1,52.96,48.89,56.78,1.0,39.4,38.4,90.29,1.19,263,No,96,91
2021-07-18,Kerala,Ernakulam,Ernakulam Central,Mustard,Monsoon,7,2021,326.3,44.66,40.52,47.21,159.0,26.0,75.8,86.8,0.41,94,No,91,78
2023-03-06,Tamil Nadu,Tiruppur,Palladam Market,Jowar,Summer,3,2023,366.3,19.78,18.74,22.23,9.8,32.4,49.0,93.73,0.19,40,No,78,62
2022-08-03,Andhra Pradesh,Guntur,Guntur APMC,Cotton,Monsoon,8,2022,10.8,63.31,58.78,75.11,178.7,25.7,77.1,87.83,0.22,50,Yes,108,102
2025-04-26,Gujarat,Rajkot,Rajkot Market,Groundnut,Summer,4,2025,344.7,69.76,64.18,73.67,1.4,32.4,24.8,92.57,0.93,201,No,91,91
2025-10-05,Uttar Pradesh,Agra,Agra APMC,Maize,Post-Monsoon,10,2025,266.7,13.61,12.79,15.52,8.7,16.6,41.4,97.23,0.27,55,No,157,96
2024-12-26,Haryana,Panipat,Panipat Market,Jowar,Winter,12,2024,156.2,34.04,30.33,39.12,0.5,19.9,65.5,94.27,0.26,55,No,92,113
2025-09-07,Maharashtra,Pune,Pune APMC,Tomato,Monsoon,9,2025,244.6,19.93,17.23,21.83,76.3,33.9,96.9,93.81,0.59,125,No,102,81
2022-03-13,Karnataka,Belagavi,Belagavi Market,Maize,Summer,3,2022,223.7,39.6,35.78,44.97,7.5,37.2,43.6,91.87,0.16,34,No,65,112
2025-08-09,Punjab,Amritsar,Amritsar Market,Potato,Monsoon,8,2025,154.4,63.67,59.06,72.44,96.3,26.8,99.0,95.77,1.27,266,Yes,64,165
2024-03-18,Kerala,Thrissur,Thrissur Market,Mustard,Summer,3,2024,350.4,47.57,43.13,54.69,0.5,43.3,44.3,95.52,1.22,255,No,75,61
2023-07-07,Punjab,Ludhiana,Ludhiana APMC,Coconut,Monsoon,7,2023,371.2,40.09,37.7,47.88,153.5,32.8,77.6,91.53,1.31,287,No,98,109
2020-05-02,Uttar Pradesh,Lucknow,Lucknow Mandi,Soybean,Summer,5,2020,110.2,39.59,35.6,43.74,6.4,37.6,48.6,85.7,0.83,194,No,78,63
2022-02-16,Karnataka,Bengaluru,K.R. Market,Sunflower,Winter,2,2022,203.8,59.56,50.99,65.81,0.4,8.8,41.4,86.5,0.44,102,No,106,115
2020-10-13,Punjab,Jalandhar,Jalandhar APMC,Wheat,Post-Monsoon,10,2020,215.4,44.67,40.36,50.39,1.2,29.2,32.9,83.24,0.25,61,Yes,92,143
2024-07-09,Maharashtra,Nashik,Lasalgaon APMC,Tur (Arhar),Monsoon,7,2024,50.5,54.13,48.34,59.11,125.9,34.2,93.6,93.49,0.64,136,No,93,64
2023-11-04,Gujarat,Surat,Surat APMC,Soybean,Post-Monsoon,11,2023,19.6,78.07,68.44,90.11,2.2,21.3,87.6,88.07,1.15,262,Yes,100,131
2021-01-04,Punjab,Ludhiana,Ludhiana APMC,Moong,Winter,1,2021,214.9,200.19,182.79,238.04,4.9,18.4,43.5,87.83,1.23,279,Yes,57,136
2025-12-02,Maharashtra,Nashik,Pimpalgaon,Mustard,Winter,12,2025,152.8,66.83,58.47,74.66,6.1,12.6,55.6,95.42,1.31,274,No,92,98
2023-11-28,Punjab,Ludhiana,Ludhiana APMC,Moong,Post-Monsoon,11,2023,285.5,133.34,117.54,143.14,9.4,16.3,88.8,90.98,0.9,197,Yes,90,133
2022-03-08,Telangana,Karimnagar,Karimnagar APMC,Paddy,Summer,3,2022,114.8,36.06,31.65,42.44,8.1,40.2,30.4,89.1,0.05,11,No,82,120
2025-11-12,Karnataka,Belagavi,Belagavi Market,Tomato,Post-Monsoon,11,2025,152.6,27.52,23.96,32.98,6.1,32.2,59.4,92.74,1.21,262,No,82,93
2020-04-05,Punjab,Ludhiana,Ludhiana APMC,Jowar,Summer,4,2020,353.3,19.2,17.24,22.22,5.7,40.2,25.3,85.48,0.1,23,No,109,89
2020-09-02,Uttar Pradesh,Agra,Agra APMC,Jowar,Monsoon,9,2020,61.8,32.11,29.76,35.32,65.2,29.6,98.3,83.32,0.34,81,No,67,90
2021-09-29,Maharashtra,Nagpur,Kalamna Market,Soybean,Monsoon,9,2021,222.8,61.48,55.83,70.15,84.7,26.3,81.6,87.1,0.13,30,No,63,79
2020-04-27,Gujarat,Rajkot,Rajkot Market,Bajra,Summer,4,2020,433.1,22.16,20.37,24.31,3.1,43.7,24.9,85.5,0.93,218,No,90,95
2023-01-31,Karnataka,Hubli,Hubli APMC,Mustard,Winter,1,2023,226.9,96.06,88.17,105.12,0.0,17.8,66.5,89.74,0.84,188,Yes,102,157
2020-01-03,Kerala,Thrissur,Thrissur Market,Groundnut,Winter,1,2020,330.1,105.87,94.62,125.88,2.7,8.3,62.2,87.47,0.66,152,Yes,92,165
2020-09-27,Karnataka,Hubli,Hubli APMC,Soybean,Monsoon,9,2020,232.2,44.29,41.3,50.52,52.7,32.0,91.8,87.54,0.78,179,No,98,95
2021-09-28,Andhra Pradesh,Kurnool,Kurnool Market,Jowar,Monsoon,9,2021,374.6,14.51,12.51,16.37,186.1,30.3,91.7,87.58,0.9,206,No,99,61
2024-05-03,Maharashtra,Nagpur,Kalamna Market,Potato,Summer,5,2024,97.5,38.28,32.69,45.7,4.5,34.7,36.5,92.93,0.76,163,No,65,114
2021-11-18,Telangana,Hyderabad,Bowenpally Market,Groundnut,Post-Monsoon,11,2021,272.7,162.93,143.96,173.6,8.3,23.0,39.9,87.58,1.18,269,Yes,55,131
2022-05-04,Andhra Pradesh,Kurnool,Kurnool Market,Groundnut,Summer,5,2022,74.3,61.81,57.1,65.42,8.5,30.7,39.9,89.12,0.15,33,No,61,62
2022-05-22,Kerala,Ernakulam,Ernakulam Central,Gram (Chana),Summer,5,2022,272.6,59.34,53.73,70.98,0.8,37.0,58.5,87.82,0.32,72,No,83,94
2020-01-29,Maharashtra,Mumbai,Vashi APMC,Bajra,Winter,1,2020,128.8,43.33,38.69,46.13,6.9,9.9,61.9,84.9,0.32,76,Yes,55,113
2023-06-12,Telangana,Hyderabad,Kukatpally APMC,Gram (Chana),Monsoon,6,2023,294.7,52.6,49.1,59.1,81.2,26.8,88.1,90.84,0.11,25,No,103,97
2023-12-01,Karnataka,Belagavi,Belagavi Market,Coconut,Winter,12,2023,349.8,38.99,37.02,44.86,6.9,24.1,45.8,89.51,0.32,71,No,93,106
2024-11-21,Maharashtra,Nashik,Lasalgaon APMC,Moong,Post-Monsoon,11,2024,40.2,150.0,139.36,175.86,7.4,25.7,35.1,95.91,0.83,173,No,67,119
2025-05-13,Gujarat,Surat,Surat APMC,Wheat,Summer,5,2025,100.3,18.38,15.72,19.86,4.7,37.1,29.1,96.26,1.35,281,No,151,107
2024-11-22,Gujarat,Surat,Surat APMC,Paddy,Post-Monsoon,11,2024,251.3,23.26,21.34,27.31,1.7,28.1,80.1,94.87,1.34,283,Yes,134,140
2020-09-12,Tamil Nadu,Salem,Salem APMC,Jowar,Monsoon,9,2020,249.0,24.4,21.98,27.31,106.5,29.5,91.2,82.45,1.13,275,No,76,84
2021-01-26,Uttar Pradesh,Agra,Agra APMC,Tomato,Winter,1,2021,279.7,39.91,36.26,46.12,2.4,24.6,62.3,85.38,0.09,21,Yes,85,141
2020-06-14,Andhra Pradesh,Chittoor,Chittoor APMC,Bajra,Monsoon,6,2020,433.3,20.53,18.27,24.02,108.3,34.5,94.0,87.42,0.12,27,No,90,90
2024-09-29,Karnataka,Bengaluru,K.R. Market,Onion,Monsoon,9,2024,89.2,35.66,30.76,39.62,195.8,34.3,93.4,94.13,1.31,279,No,94,73
2022-11-26,Gujarat,Rajkot,Rajkot Market,Soybean,Post-Monsoon,11,2022,122.1,88.39,76.61,105.68,0.2,27.5,83.1,90.85,0.69,151,No,68,116
2021-02-13,Haryana,Rohtak,Rohtak APMC,Potato,Winter,2,2021,142.7,33.99,31.54,36.24,6.2,8.6,52.3,85.25,0.76,178,No,51,86
2024-08-09,Telangana,Hyderabad,Kukatpally APMC,Maize,Monsoon,8,2024,225.7,30.54,27.33,33.98,180.3,30.7,77.8,95.09,1.3,274,No,88,106
2020-02-29,Kerala,Ernakulam,Ernakulam Central,Groundnut,Winter,2,2020,103.2,70.17,61.16,84.0,9.8,22.0,47.8,83.04,0.93,223,No,61,77
2022-02-23,Tamil Nadu,Salem,Salem APMC,Tur (Arhar),Winter,2,2022,76.0,105.34,99.54,115.78,8.3,11.1,62.7,90.98,1.05,231,No,53,79
2022-01-24,Maharashtra,Pune,Pune APMC,Moong,Winter,1,2022,299.4,172.86,153.02,202.55,1.2,12.0,55.2,86.06,0.55,127,Yes,92,176
2024-09-02,Punjab,Ludhiana,Ludhiana APMC,Urad,Monsoon,9,2024,60.4,127.88,112.01,137.15,131.2,28.6,82.8,90.04,0.45,99,No,72,99
2022-03-22,Kerala,Palakkad,Palakkad APMC,Urad,Summer,3,2022,192.4,100.25,90.38,119.81,8.5,40.7,38.7,90.53,0.45,100,No,68,84
2024-08-02,Karnataka,Hubli,Hubli APMC,Paddy,Monsoon,8,2024,416.3,28.22,24.61,32.49,65.1,30.6,86.6,90.86,1.29,283,No,99,107
2020-11-03,Gujarat,Rajkot,Rajkot Market,Jowar,Post-Monsoon,11,2020,20.4,21.1,19.12,23.45,0.6,34.1,84.5,82.86,1.19,288,Yes,83,75
2024-03-07,Gujarat,Surat,Surat APMC,Tur (Arhar),Summer,3,2024,41.0,143.77,131.47,157.57,9.0,40.0,46.6,94.59,0.44,94,No,53,95
2024-09-01,Gujarat,Rajkot,Rajkot Market,Cotton,Monsoon,9,2024,202.8,111.74,102.13,120.5,187.5,30.1,84.4,93.46,1.05,225,No,57,86
2021-05-09,Tamil Nadu,Trichy,Gandhi Market,Paddy,Summer,5,2021,199.7,27.84,26.03,30.51,7.8,44.9,24.7,84.24,0.48,115,No,85,104
2023-01-28,Uttar Pradesh,Kanpur,Kanpur Mandi,Moong,Winter,1,2023,150.6,126.78,117.25,143.46,1.2,23.7,44.7,91.81,0.68,149,Yes,105,137
2020-05-26,Punjab,Ludhiana,Ludhiana APMC,Jowar,Summer,5,2020,367.2,28.85,24.94,30.63,5.1,32.5,33.5,85.15,1.2,282,No,81,99
2022-06-07,Gujarat,Surat,Surat APMC,Tomato,Monsoon,6,2022,265.0,18.28,16.55,20.59,92.4,28.6,88.8,86.99,0.22,50,No,84,67
2025-01-10,Gujarat,Surat,Surat APMC,Potato,Winter,1,2025,44.8,67.06,57.3,78.41,0.6,14.4,58.5,96.88,0.47,97,Yes,53,140
2025-07-25,Andhra Pradesh,Chittoor,Chittoor APMC,Gram (Chana),Monsoon,7,2025,336.4,79.18,68.61,86.65,110.8,34.1,77.5,96.18,0.88,182,No,74,99
2023-10-28,Maharashtra,Mumbai,Vashi APMC,Paddy,Post-Monsoon,10,2023,290.2,29.89,25.9,33.42,5.8,20.0,60.5,91.51,1.11,243,Yes,128,169
2020-12-23,Gujarat,Surat,Surat APMC,Onion,Winter,12,2020,113.7,38.16,35.64,42.02,9.3,20.7,62.2,83.4,0.93,222,No,54,78
2024-09-02,Karnataka,Bengaluru,K.R. Market,Potato,Monsoon,9,2024,131.0,17.76,15.28,21.26,190.0,30.4,85.5,93.9,0.36,77,No,76,63
2021-01-06,Karnataka,Mysuru,Mysuru APMC,Mustard,Winter,1,2021,165.7,98.08,88.16,107.14,6.5,20.5,42.6,84.44,0.99,234,Yes,102,165
2024-02-10,Gujarat,Ahmedabad,Ahmedabad APMC,Urad,Winter,2,2024,170.3,93.88,87.62,104.29,9.4,7.0,43.4,92.18,0.89,194,No,85,87
2025-10-09,Tamil Nadu,Madurai,Madurai Central,Urad,Post-Monsoon,10,2025,134.2,296.97,271.81,313.17,7.0,19.1,51.7,93.82,1.14,242,Yes,57,165
2020-11-11,Maharashtra,Nagpur,Kalamna Market,Gram (Chana),Post-Monsoon,11,2020,506.5,77.03,71.15,91.78,1.2,20.8,64.8,87.95,0.99,225,Yes,109,155
2025-06-27,Telangana,Hyderabad,Kukatpally APMC,Tomato,Monsoon,6,2025,353.3,20.1,17.96,21.47,159.5,32.8,97.4,92.57,0.67,144,No,89,72
2023-07-08,Karnataka,Mysuru,Mysuru APMC,Coconut,Monsoon,7,2023,269.3,52.83,45.14,59.08,62.7,31.2,71.7,89.08,1.11,249,No,76,117
2022-07-12,Tamil Nadu,Tiruppur,Palladam Market,Jowar,Monsoon,7,2022,292.5,31.37,28.42,33.51,149.9,34.7,71.2,88.95,0.71,160,No,89,117
2020-12-12,Haryana,Karnal,Karnal APMC,Soybean,Winter,12,2020,204.5,41.57,35.76,45.96,2.6,19.6,56.2,86.62,0.97,223,No,103,88
2022-05-16,Andhra Pradesh,Kurnool,Kurnool Market,Bajra,Summer,5,2022,294.7,14.88,12.93,16.23,8.9,34.1,57.9,86.37,0.04,10,No,107,72
2021-08-03,Uttar Pradesh,Kanpur,Kanpur Mandi,Mustard,Monsoon,8,2021,211.4,79.6,69.47,93.4,159.5,27.4,78.4,88.24,0.65,148,No,59,83
2023-11-08,Andhra Pradesh,Guntur,Guntur APMC,Coconut,Post-Monsoon,11,2023,12.9,37.06,31.57,41.89,7.6,33.2,41.0,91.4,1.27,278,No,66,70
2020-10-31,Tamil Nadu,Tiruppur,Palladam Market,Jowar,Post-Monsoon,10,2020,217.3,25.23,22.65,26.57,2.3,29.4,63.5,83.91,0.99,237,No,86,99
2020-11-12,Karnataka,Bengaluru,K.R. Market,Mustard,Post-Monsoon,11,2020,106.0,91.97,87.02,107.03,5.7,31.8,55.2,87.06,1.09,251,Yes,99,167
2022-05-11,Haryana,Karnal,Karnal APMC,Moong,Summer,5,2022,165.4,86.94,74.69,102.74,4.6,36.3,24.1,86.92,1.0,229,No,93,99
2023-12-02,Haryana,Panipat,Panipat Market,Groundnut,Winter,12,2023,236.5,55.33,48.83,62.2,7.8,6.8,50.6,91.87,0.39,84,No,82,68
2021-11-17,Andhra Pradesh,Chittoor,Chittoor APMC,Moong,Post-Monsoon,11,2021,396.6,129.38,122.02,144.13,4.4,24.6,73.9,86.67,1.14,262,Yes,101,162
2025-07-16,Gujarat,Ahmedabad,Ahmedabad APMC,Tomato,Monsoon,7,2025,437.8,24.72,21.7,29.53,89.5,32.6,70.8,92.97,0.8,173,No,109,106
2024-09-22,Karnataka,Mysuru,Mysuru APMC,Jowar,Monsoon,9,2024,78.4,47.97,41.48,53.81,135.7,34.4,80.3,95.74,0.96,200,No,56,103
2020-11-06,Tamil Nadu,Salem,Salem APMC,Potato,Post-Monsoon,11,2020,278.2,35.74,31.12,40.29,3.3,27.2,70.0,84.83,0.6,141,Yes,98,171
2022-06-09,Telangana,Karimnagar,Karimnagar APMC,Groundnut,Monsoon,6,2022,19.7,48.71,43.85,58.27,99.6,29.3,99.5,89.91,0.16,35,No,97,76
2023-04-08,Kerala,Ernakulam,Ernakulam Central,Onion,Summer,4,2023,236.0,29.49,25.39,34.6,0.1,38.0,59.4,92.95,1.3,280,No,69,72
2020-04-12,Kerala,Palakkad,Palakkad APMC,Wheat,Summer,4,2020,161.4,17.31,15.35,20.19,10.0,41.5,46.1,85.83,0.68,159,No,129,107
2024-02-15,Maharashtra,Mumbai,Vashi APMC,Wheat,Winter,2,2024,17.6,44.58,39.37,49.27,4.3,15.4,41.9,95.99,0.36,76,No,51,87
2025-07-25,Maharashtra,Mumbai,Vashi APMC,Bajra,Monsoon,7,2025,414.4,31.1,27.77,35.44,132.5,28.6,77.2,96.83,0.34,71,No,86,106
2024-03-15,Haryana,Rohtak,Rohtak APMC,Gram (Chana),Summer,3,2024,253.2,54.63,50.52,63.38,3.7,36.8,34.1,93.26,0.12,26,No,91,83
2020-01-05,Maharashtra,Mumbai,Vashi APMC,Jowar,Winter,1,2020,154.2,42.39,36.88,46.76,9.6,10.2,57.0,86.66,1.23,285,Yes,60,110
2023-08-24,Andhra Pradesh,Kurnool,Kurnool Market,Onion,Monsoon,8,2023,67.5,45.93,42.71,52.66,196.3,26.9,78.6,90.62,0.7,154,No,71,87
2024-08-22,Karnataka,Mysuru,Mysuru APMC,Mustard,Monsoon,8,2024,70.6,159.18,145.31,167.93,115.0,27.2,87.2,90.84,1.04,230,Yes,62,158
2021-08-20,Telangana,Warangal,Enumamula APMC,Potato,Monsoon,8,2021,209.2,51.56,47.71,58.34,150.8,33.4,86.2,84.31,0.56,132,Yes,60,146
2023-11-03,Punjab,Amritsar,Amritsar Market,Ragi,Post-Monsoon,11,2023,196.5,48.56,44.49,51.84,5.2,27.2,47.9,88.89,0.32,72,Yes,98,144
